article_id,dataset_id,repository
10.1101/2022.11.22.517582,XP_038074850.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_038074856.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_038162763.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_038668138.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_039215026.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_039454927.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_039617043.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_039628634.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_040198253.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_040578378.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_040609888.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_041113508.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_041348340.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_041363499.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_041442810.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_041462892.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_041464429.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_041640649.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_041840514.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_041917165.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_041966047.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_041989149.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_042147598.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_042174965.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_042844148.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_042905583.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_042935833.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_043233053.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_043263337.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_043282449.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_043569546.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_043824509.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_043886127.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_044005005.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_044136143.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_044279156.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_044740580.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_045142310.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_045189912.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_045213481.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_045460940.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_045530211.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_045599192.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_046393381.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_046527794.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_046646629.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_046668017.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_046713878.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_046847823.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_046856792.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_046897336.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_046906764.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_046912895.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_046975207.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_047128450.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_047128453.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_047142009.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_047143158.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_047143281.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_047143514.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_047144101.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_047144213.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_047542335.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_047675646.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_048248699.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_048252841.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_048338174.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_048410179.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_048418965.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_048526705.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_048577767.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_048583427.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_048584778.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_048737827.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_048762622.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_048825230.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_049528486.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_049531803.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_049639831.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_049788729.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_049883152.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_049987333.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_050071280.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_050083787.1,NCBI Reference Sequence Database
10.1101/2022.11.22.517582,XP_645923.1,NCBI Reference Sequence Database
10.1101/2022.12.22.521485,XP_004480597,NCBI Reference Sequence Database
10.1101/2022.12.22.521485,XP_004703317.1,NCBI Reference Sequence Database
10.7554/elife.78055,10.17605/OSF.IO/264SM,Open Science Framework
10.1073/pnas.2312676121,PXD043806,PRIDE Proteomics Identification Database
10.1073/pnas.2312676121,PXD014561,PRIDE Proteomics Identification Database
10.1101/2023.06.26.546565,PXD041069,PRIDE Proteomics Identification Database
10.1101/2023.06.26.546565,PXD046646,PRIDE Proteomics Identification Database
10.1038/s41467-023-42822-1,PXD041862,PRIDE Proteomics Identification Database
10.1021/acs.analchem.2c00494,PXD014759,PRIDE Proteomics Identification Database
10.1021/acs.analchem.2c00494,PXD021831,PRIDE Proteomics Identification Database
10.1021/acs.analchem.2c00494,PXD031215,PRIDE Proteomics Identification Database
10.1016/j.dib.2023.109336,PXD027614,PRIDE Proteomics Identification Database
10.1101/2023.10.06.560646,PXD041862,PRIDE Proteomics Identification Database
10.1101/2023.08.08.552291,PXD04426,PRIDE Proteomics Identification Database
10.1101/2023.06.07.544051,PXD042502,PRIDE Proteomics Identification Database
10.1073/pnas.2219953120,PXD038046,PRIDE Proteomics Identification Database
10.1016/j.celrep.2023.112231,PXD040141,PRIDE Proteomics Identification Database
10.1101/2023.07.25.550405,PXD043806,PRIDE Proteomics Identification Database
10.1101/2023.07.25.550405,PXD014561,PRIDE Proteomics Identification Database
10.1101/2022.11.02.514817,PXD037797,PRIDE Proteomics Identification Database
10.1038/s41467-023-37454-4,PXD032155,PRIDE Proteomics Identification Database
10.1038/s41467-023-36058-2,PXD023400,PRIDE Proteomics Identification Database
10.1101/2022.12.06.519342,PXD038358,PRIDE Proteomics Identification Database
10.1038/s41531-022-00423-7,PXD035500,PRIDE Proteomics Identification Database
10.1101/2022.11.22.517583,PXD038046,PRIDE Proteomics Identification Database
10.1038/s42003-022-04136-8,PXD037003,PRIDE Proteomics Identification Database
10.1038/s41467-022-33500-9,PXD035889,PRIDE Proteomics Identification Database
10.1042/BCJ20220308,PXD034420,PRIDE Proteomics Identification Database
10.1101/2022.10.21.513169,PXD026370,PRIDE Proteomics Identification Database
10.1101/2022.02.18.481043,PXD023400,PRIDE Proteomics Identification Database
10.21203/rs.3.rs-1521848/v1,PXD032155,PRIDE Proteomics Identification Database
10.15252/embr.202152675,PXD026367,PRIDE Proteomics Identification Database
10.7554/elife.72328,PXDO27476,PRIDE Proteomics Identification Database
10.1101/2021.06.01.446584,PXD026229,PRIDE Proteomics Identification Database
10.1101/2023.03.27.534444,PXD040834,ProteomeXchange
10.1126/sciadv.abj0722,PXD027614,ProteomeXchange
10.3390/biom13101505,10.15454/WQ4UTV,Recherche Data Gouv
10.7554/eLife.73971,SRX7228464,Sequence Read Archive
10.7554/eLife.73971,SRR1853178,Sequence Read Archive
10.7554/eLife.73972,SRR1853184,Sequence Read Archive
10.1101/2024.01.27.577538,EMD-18755,The Electron Microscopy Data Bank (EMDB)
10.1101/2024.01.27.577538,EMD-18757,The Electron Microscopy Data Bank (EMDB)
10.1101/2024.01.27.577538,EMD-18758,The Electron Microscopy Data Bank (EMDB)
10.1101/2024.01.27.577538,EMD-18773,The Electron Microscopy Data Bank (EMDB)
10.1101/2024.01.27.577538,EMD-18759,The Electron Microscopy Data Bank (EMDB)
10.1101/2024.01.27.577538,EMD-18761,The Electron Microscopy Data Bank (EMDB)
10.1101/2024.01.27.577538,EMD-18762,The Electron Microscopy Data Bank (EMDB)
10.1101/2024.01.27.577538,EMD-18760,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.06.01.543278,EMD-40658,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.06.01.543278,EMD-40715,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.06.01.543278,EMD-40738,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.06.01.543278,EMD-40669,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.06.01.543278,EMD-40735,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.09.07.556689,EMD-41709,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.09.07.556689,EMD-41754,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.09.07.556689,EMD-41758,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.09.07.556689,EMD-41756,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.09.07.556689,EMD-41728,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.09.07.556689,EMD-41797,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.09.07.556689,EMD-41798,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.09.07.556689,EMD-41799,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.09.07.556689,EMD-41753,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.09.07.556690,EMD-41794,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.09.07.556691,EMD-41795,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.09.07.556692,EMD-41802,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.09.07.556689,EMD-41759,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.09.07.556689,EMD-41757,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.08.08.552291,EMD-5592,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.08.08.552291,EMD-18110,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.08.08.552291,EMD-18114,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.08.08.552291,EMD-18115,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.08.08.552291,EMD-18116,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.08.08.552291,EMD-18117,The Electron Microscopy Data Bank (EMDB)
10.1101/2023.08.08.552291,EMD-18118,The Electron Microscopy Data Bank (EMDB)
10.1038/s41594-022-00863-y,EMD-25649,The Electron Microscopy Data Bank (EMDB)
10.1038/s41594-022-00863-y,EMD-25664,The Electron Microscopy Data Bank (EMDB)
10.1038/s41594-022-00863-y,EMD-25672,The Electron Microscopy Data Bank (EMDB)
10.1038/s41594-022-00863-y,EMD-25674,The Electron Microscopy Data Bank (EMDB)
10.1038/s41594-022-00863-y,EMD-25658,The Electron Microscopy Data Bank (EMDB)
10.1038/s41594-022-00863-y,EMD-25897,The Electron Microscopy Data Bank (EMDB)
10.1038/s41594-022-00863-y,EMD-25908,The Electron Microscopy Data Bank (EMDB)
10.1038/s41467-023-36058-2,EMD-13739,The Electron Microscopy Data Bank (EMDB)
10.1038/s41467-023-36058-3,EMD-13740,The Electron Microscopy Data Bank (EMDB)
10.1101/2022.11.22.517582,EMD-27813,The Electron Microscopy Data Bank (EMDB)
10.1101/2022.11.22.517582,EMD-27817,The Electron Microscopy Data Bank (EMDB)
10.1101/2022.11.22.517582,EMD-27818,The Electron Microscopy Data Bank (EMDB)
10.1101/2022.11.22.517582,EMD-27816,The Electron Microscopy Data Bank (EMDB)
10.1101/2022.11.22.517582,EMD-27814,The Electron Microscopy Data Bank (EMDB)
10.1101/2022.11.22.517582,EMD-27815,The Electron Microscopy Data Bank (EMDB)
10.1073/pnas.2209823119,EMD-15526,The Electron Microscopy Data Bank (EMDB)
10.1073/pnas.2209823120,EMD15545,The Electron Microscopy Data Bank (EMDB)
10.1073/pnas.2209823121,EMD-15546,The Electron Microscopy Data Bank (EMDB)
10.1073/pnas.2209823122,EMD-15547,The Electron Microscopy Data Bank (EMDB)
10.1073/pnas.2209823123,EMD-15549,The Electron Microscopy Data Bank (EMDB)
10.1073/pnas.2209823124,EMD-15548,The Electron Microscopy Data Bank (EMDB)
10.1073/pnas.2203769119,EMD-26247,The Electron Microscopy Data Bank (EMDB)
10.1016/j.molcel.2021.08.017,EMD-24212,The Electron Microscopy Data Bank (EMDB)
10.1016/j.molcel.2021.08.017,EMD-24213,The Electron Microscopy Data Bank (EMDB)
10.1016/j.molcel.2021.08.017,EMD-24214,The Electron Microscopy Data Bank (EMDB)
10.1016/j.molcel.2021.08.017,EMD-24216,The Electron Microscopy Data Bank (EMDB)
10.1016/j.molcel.2021.08.017,EMD-24218,The Electron Microscopy Data Bank (EMDB)
10.1016/j.molcel.2021.08.017,EMD-24217,The Electron Microscopy Data Bank (EMDB)
10.1016/j.molcel.2021.08.017,EMD-24219,The Electron Microscopy Data Bank (EMDB)
10.1016/j.molcel.2021.08.017,EMD-24221,The Electron Microscopy Data Bank (EMDB)
10.1016/j.molcel.2021.08.017,EMD-24220,The Electron Microscopy Data Bank (EMDB)
10.1016/j.molcel.2021.08.017,EMD-24223,The Electron Microscopy Data Bank (EMDB)
10.1101/2022.03.08.482579,EMD-26247,The Electron Microscopy Data Bank (EMDB)
10.1038/s41467-021-22108-0,EMD-11401,The Electron Microscopy Data Bank (EMDB)
10.1038/s41467-021-22108-0,EMD-11417,The Electron Microscopy Data Bank (EMDB)
10.1038/s41467-021-22108-0,EMD-11416,The Electron Microscopy Data Bank (EMDB)
10.1101/2021.07.16.452659,EMD-11401,The Electron Microscopy Data Bank (EMDB)
10.1101/2021.07.16.452660,EMD-11417,The Electron Microscopy Data Bank (EMDB)
10.1101/2021.07.16.452661,EMD-11416,The Electron Microscopy Data Bank (EMDB)
10.1093/brain/awac325,EGAS00001002113,The European Genome-phenome Archive(EGA)
10.1093/brain/awac325,EGAS00001003065,The European Genome-phenome Archive(EGA)
10.1101/2024.01.17.24300927,4cym,The Protein Data Bank
10.1126/sciadv.adi8716,1XQ8,The Protein Data Bank
10.1101/2024.01.27.577538,5LE5,The Protein Data Bank
10.1101/2024.01.27.577538,8QYJ,The Protein Data Bank
10.1101/2024.01.27.577538,8QYL,The Protein Data Bank
10.1101/2024.01.27.577538,8QYM,The Protein Data Bank
10.1101/2024.01.27.577538,8QZ9,The Protein Data Bank
10.1101/2024.01.27.577538,8QYN,The Protein Data Bank
10.1101/2024.01.27.577538,8QYS,The Protein Data Bank
10.1101/2024.01.27.577538,8QYO,The Protein Data Bank
10.1101/2023.06.01.543278,8SOI,The Protein Data Bank
10.1101/2023.06.01.543278,8SOR,The Protein Data Bank
10.1101/2023.06.01.543278,8SRQ,The Protein Data Bank
10.1101/2023.06.01.543278,8SQZ,The Protein Data Bank
10.1101/2023.06.01.543278,8SRM,The Protein Data Bank
10.1101/2023.07.17.549391,4NAW,The Protein Data Bank
10.1101/2023.07.17.549391,7MU2,The Protein Data Bank
10.1101/2023.07.17.549391,4TQ0,The Protein Data Bank
10.1101/2023.07.17.549391,6ZAY,The Protein Data Bank
10.1101/2023.07.17.549391,6SUR,The Protein Data Bank
10.1101/2023.09.07.556689,8TXZ,The Protein Data Bank
10.1101/2023.09.07.556689,8TZC,The Protein Data Bank
10.1101/2023.09.07.556689,8TZG,The Protein Data Bank
10.1101/2023.09.07.556689,8TZE,The Protein Data Bank
10.1101/2023.09.07.556689,8TYQ,The Protein Data Bank
10.1101/2023.09.07.556689,8TZB,The Protein Data Bank
10.1101/2023.09.07.556689,8TZH,The Protein Data Bank
10.1101/2023.09.07.556689,8TZF,The Protein Data Bank
10.1101/2023.08.28.555228,6wcw,The Protein Data Bank
10.1101/2023.07.25.550521,7LHT,The Protein Data Bank
10.1101/2023.07.25.550521,7L4J,The Protein Data Bank
10.1038/s41594-022-00863-y,7THY,The Protein Data Bank
10.1038/s41594-022-00863-y,7THZ,The Protein Data Bank
10.1126/sciadv.adg2997,8DO8,The Protein Data Bank
10.1126/sciadv.adg2997,5C50,The Protein Data Bank
10.1101/2022.11.22.517582,8E04,The Protein Data Bank
10.1101/2022.11.22.517582,8E05,The Protein Data Bank
10.1101/2022.11.22.517582,8E06,The Protein Data Bank
10.1126/sciadv.add1436,4NAW,The Protein Data Bank
10.1126/sciadv.add1436,7MU2,The Protein Data Bank
10.1126/sciadv.add1436,4TQ0,The Protein Data Bank
10.1083/jcb.202207022,8EDV,The Protein Data Bank
10.1042/BCJ20220161,7LI4,The Protein Data Bank
10.1042/BCJ20220161,7LHT,The Protein Data Bank
10.1042/BCJ20220161,6DLO,The Protein Data Bank
10.1042/BCJ20220161,7LHW,The Protein Data Bank
10.1101/2022.07.13.499896,3MYZ,The Protein Data Bank
10.1101/2022.07.13.499896,6SST,The Protein Data Bank
10.1101/2022.07.13.499896,8CYR,The Protein Data Bank
10.1101/2022.07.13.499897,8CYS,The Protein Data Bank
10.1101/2022.07.13.499898,8CYT,The Protein Data Bank
10.1101/2022.07.13.499899,8CYV,The Protein Data Bank
10.1101/2022.07.13.499900,8CYW,The Protein Data Bank
10.1101/2022.07.13.499901,8CYX,The Protein Data Bank
10.1101/2022.07.13.499902,8CYY,The Protein Data Bank
10.1101/2022.07.13.499903,8CZ0,The Protein Data Bank
10.1101/2022.07.13.499904,8CZ1,The Protein Data Bank
10.1101/2022.07.13.499905,8CZ2,The Protein Data Bank
10.1101/2022.07.13.499906,8CZ3,The Protein Data Bank
10.1101/2022.07.13.499907,8CZ6,The Protein Data Bank
10.1101/2022.07.12.499634,8DO8,The Protein Data Bank
10.1016/j.molcel.2021.08.017,7N70,The Protein Data Bank
10.1016/j.molcel.2021.08.018,7N73,The Protein Data Bank
10.1016/j.molcel.2021.08.017,7N72,The Protein Data Bank
10.1016/j.molcel.2021.08.017,7N74,The Protein Data Bank
10.1016/j.molcel.2021.08.017,7N76,The Protein Data Bank
10.1016/j.molcel.2021.08.017,7N75,The Protein Data Bank
10.1016/j.molcel.2021.08.018,7N78,The Protein Data Bank
10.1101/2022.05.03.490522,4NAW,The Protein Data Bank
10.1101/2022.05.03.490522,7MU2,The Protein Data Bank
10.1101/2022.05.03.490522,4TQ0,The Protein Data Bank
10.1101/2022.04.26.489605,7LI4,The Protein Data Bank
10.1101/2022.04.26.489605,7LHT,The Protein Data Bank
10.7554/eLife.70372,4EXV,The Protein Data Bank
10.7554/eLife.70372,6KLR,The Protein Data Bank
10.15252/embr.202152675,7LWB,The Protein Data Bank
10.15252/embr.202152675,6B67,The Protein Data Bank
10.7554/eLife.70372,7MU2,The Protein Data Bank
10.1101/2021.05.14.444175,7MU2,The Protein Data Bank
10.1101/2021.05.14.444175,4EXV,The Protein Data Bank
10.1101/2021.05.14.444175,6KLR,The Protein Data Bank
10.1101/2021.04.12.439050,4IWO,The Protein Data Bank
10.1101/2021.07.16.452662,6b67,The Protein Data Bank
10.1101/2021.02.17.431620,7kpr,The Protein Data Bank
10.1101/2021.02.17.431620,7l4j,The Protein Data Bank
10.1101/2021.02.17.431620,7l4i,The Protein Data Bank
10.1101/2024.01.17.24300927,Q5S007,UniProt
10.1101/2024.01.17.24300927,Q13637,UniProt
10.1073/pnas.2312676121,UP000005640,UniProt
10.1016/j.neuron.2023.11.020,P37840-1,UniProt
10.1016/j.neuron.2023.11.020,OP37840,UniProt
10.1016/j.neuron.2023.11.020,P61145,UniProt
10.1016/j.neuron.2023.11.020,A0A2I3N0Z9,UniProt
10.1016/j.neuron.2023.11.020,F7GY62,UniProt
10.1016/j.neuron.2023.11.020,P37377,UniProt
10.1016/j.neuron.2023.11.020,O55042,UniProt
10.1016/j.neuron.2023.11.020,G1U0V2,UniProt
10.1016/j.neuron.2023.11.020,Q3T0G8,UniProt
10.1016/j.neuron.2023.11.020,A0A6J2L5S3,UniProt
10.1016/j.neuron.2023.11.020,J7H0X3,UniProt
10.1016/j.neuron.2023.11.020,G3T7Z3,UniProt
10.1016/j.neuron.2023.11.020,Q9I9H1,UniProt
10.1016/j.neuron.2023.11.020,Q4JHT6,UniProt
10.1016/j.neuron.2023.11.020,Q7SZ02,UniProt
10.1101/2023.07.25.550405,UP000005640,UniProt
10.1038/s41594-022-00863-y,Q38SD2,UniProt
10.1038/s41594-022-00863-y,Q5S007,UniProt
10.1038/s41467-023-37454-4,UP000005640,UniProt
10.1101/2022.12.22.521485,OP37840,UniProt
10.1101/2022.12.22.521485,P61145,UniProt
10.1101/2022.12.22.521485,A0A2I3N0Z9,UniProt
10.1101/2022.12.22.521485,F7GY62,UniProt
10.1101/2022.12.22.521485,P37377,UniProt
10.1101/2022.12.22.521485,O55042,UniProt
10.1101/2022.12.22.521485,G1U0V2,UniProt
10.1101/2022.12.22.521485,Q3T0G8,UniProt
10.1101/2022.12.22.521485,A0A6J2L5S3,UniProt
10.1101/2022.12.22.521485,J7H0X3,UniProt
10.1101/2022.12.22.521485,G3T7Z3,UniProt
10.1101/2022.12.22.521485,Q9I9H1,UniProt
10.1101/2022.12.22.521485,Q4JHT6,UniProt
10.1101/2022.12.22.521485,Q7SZ02,UniProt
10.1101/2022.12.22.521485,A0A090D865,UniProt
10.1101/2022.12.22.521485,P37840-1,UniProt
10.1101/2022.12.06.519342,UP000005640,UniProt
10.1038/s41531-022-00423-7,UP000005640,UniProt
10.21203/rs.3.rs-1521848/v1,UP000005640,UniProt
10.1101/2024.01.30.577912,10.5281/zenodo.10849807,Zenodo
10.1111/ejn.16180,10.5281/zenodo.7801867,Zenodo
10.1038/s41531-024-00670-w,10.5281/zenodo.10079840,Zenodo
10.1038/s41531-024-00670-w,10.5281/zenodo.10046587,Zenodo
10.1101/2024.02.28.582356,10.5281/zenodo.10607238,Zenodo
10.1101/2023.06.01.543059,10.5281/zenodo.10044967,Zenodo
10.1038/s41586-023-06941-5,10.5281/zenodo.10146089,Zenodo
10.1101/2024.01.30.577912,10.5281/zenodo.10581776,Zenodo
10.1101/2023.12.11.571045,10.5281/zenodo.10251490,Zenodo
10.1101/2023.11.09.566376,10.5281/zenodo.10079840,Zenodo
10.1101/2023.11.09.566376,10.5281/zenodo.10046587,Zenodo
10.1016/j.dib.2023.109336,10.5281/zenodo.8023364,Zenodo
10.1101/2023.07.17.549391,10.5281/zenodo.8083724,Zenodo
10.1101/2023.07.17.549391,10.5281/zenodo.7988132,Zenodo
10.1101/2022.07.07.22277297,10.5281/zenodo.8017385,Zenodo
10.1101/2023.09.08.556120,10.5281/zenodo.8313070,Zenodo
10.1101/2023.07.25.550521,10.5281/zenodo.8156734,Zenodo
10.1073/pnas.2303789120,10.5281/zenodo.7938084,Zenodo
10.1177/25152564231215,10.5281/zenodo.10372977,Zenodo
10.1101/2023.06.07.544051,10.5281/zenodo.7886705,Zenodo
10.1101/2023.06.07.544051,10.5281/zenodo.7765022,Zenodo
10.1101/2023.04.15.537033,10.5281/zenodo.7818783,Zenodo
10.1073/pnas.2219953120,10.5281/zenodo.7656899,Zenodo
10.1101/2020.07.03.186411,10.5281/zenodo.7801868,Zenodo
10.1126/sciadv.adg2997,10.5281/zenodo.7632198,Zenodo
10.1101/2023.01.27.524249,10.5281/zenodo.7516686,Zenodo
10.1101/2023.01.16.523926,10.5281/zenodo.7525823,Zenodo
10.1101/2023.03.01.530566,10.5281/zenodo.7661355,Zenodo
10.3390/biom13020337,10.5281/zenodo.7434965,Zenodo
10.1101/2022.12.15.520427,10.5281/zenodo.7434965,Zenodo
10.1126/sciadv.add1436,10.5281/zenodo.6508734,Zenodo
10.1126/sciadv.add1436,10.5281/zenodo.6513344,Zenodo
10.1101/2022.12.05.519143,10.5281/zenodo.7360295,Zenodo
10.1101/2022.10.28.22281645,10.5281/zenodo.7215754,Zenodo
10.1101/2022.11.22.517583,10.5281/zenodo.7014764,Zenodo
10.1101/2022.11.14.516471,10.5281/zenodo.7178198,Zenodo
10.1101/2022.11.02.514817,10.5281/zenodo.7268030,Zenodo
10.1016/j.neuron.2022.06.006,10.5281/zenodo.6615974,Zenodo
10.1093/hmg/ddac233,10.5281/zenodo.6985167,Zenodo
10.1042/BCJ20220308,10.5281/zenodo.6621049,Zenodo
10.1083/jcb.202207022,10.5281/zenodo.7149420,Zenodo
10.1083/jcb.202207023,10.5281/zenodo.7149052,Zenodo
10.1083/jcb.202207022,10.5281/zenodo.7149282,Zenodo
10.7554/eLife.81453,10.5281/zenodo.6377704,Zenodo
10.7554/eLife.79208,10.5281/zenodo.6941502,Zenodo
10.7554/eLife.79208,10.5281/zenodo.6941599,Zenodo
10.1038/s41593-022-01140-3,10.5281/zenodo.6474033,Zenodo
10.1038/s41593-022-01140-3,10.5281/zenodo.6473201,Zenodo
10.1042/BCJ20220161,10.5281/zenodo.6401193,Zenodo
10.1101/2022.06.07.494932,10.5281/zenodo.6474033,Zenodo
10.1101/2022.06.07.494932,10.5281/zenodo.6473201,Zenodo
10.1101/2022.05.03.490522,10.5281/zenodo.6508734,Zenodo
10.7554/eLife.73971,10.5281/zenodo.6415968,Zenodo
10.15252/embr.202152675,10.5281/zenodo.5045023,Zenodo
